Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
3677017398,"Jun 27, 2020, 6:35:32 AM",Sortie à vélo matinale,Ride,,6977,48.12,,,false,,,activities/3677017398.gpx,,,6977.0,6977.0,48127.8,13.9,6.898,548.7,551.8,163.0,265.7,19.5,0.0,,,,,,,,115.0,896.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3686118445,"Jun 28, 2020, 10:43:28 PM",Course à pied de nuit,Run,,257,0.99,,,false,,,activities/3686118445.gpx,,,257.0,252.0,989.7,8.1,3.927,14.2,21.8,175.4,193.4,10.2,-0.8,,,,,,,,,74.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,1035.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3744652467,"Jul 11, 2020, 7:26:28 AM",Sortie à vélo matinale,Ride,,8383,56.81,,,false,,,activities/3744652467.gpx,,,8383.0,8231.0,56811.2,15.3,6.902,902.3,903.5,149.7,287.6,21.7,0.0,,,,,,,,129.0,1182.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3785684912,"Jul 19, 2020, 11:05:06 AM",Sortie à vélo dans l'après-midi (petit bug portable à la fin),Ride,"",9739,54.64,,,false,,,activities/3785684912.gpx,,,9739.0,9343.0,54646.5,16.8,5.849,965.0,964.6,238.2,774.0,14.2,0.0,,,,,,,,103.0,1076.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.611,,,,,,,,,,,,,,,,,,media/c79c29b5-c4a7-4451-8371-0c1f154655fc.jpg|media/3ac21987-d343-4817-bec5-9ab4bdded445.jpg|media/8a65d7fa-3f36-4f1a-ad12-b20886715a23.jpg
3804307781,"Jul 23, 2020, 8:24:38 AM",Sortie à vélo matinale,Ride,,5631,42.83,,,false,,,activities/3804307781.gpx,,,5631.0,5591.0,42838.7,13.0,7.662,97.1,96.8,147.4,192.4,18.6,0.0,,,,,,,,84.0,525.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3814427204,"Jul 26, 2020, 8:29:58 AM",Sortie à vélo matinale,Ride,,12214,65.47,,,false,,,activities/3814427204.gpx,,,12214.0,10332.0,65471.9,15.3,6.337,1086.9,1086.9,165.9,555.2,11.1,0.0,,,,,,,,112.0,1286.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/58d6ec4c-f7da-43f9-87f7-c4bacff685ee.jpg|media/250deee5-cffa-4221-8285-019f953380fb.jpg|media/edd8ec21-6eaa-4376-a0e4-0731f6dc3d82.jpg|media/486c72fc-8b1d-4259-9db6-6cfa48f89d82.jpg|media/e1df71cf-4dfe-49ae-af3f-000fae39d1fc.jpg|media/a2657151-811d-4aae-a632-85f0a81e84c0.jpg|media/0f189da8-cbc0-466a-9571-a24fd858d3e4.jpg
3847280423,"Aug 1, 2020, 9:12:41 AM",Sortie à vélo le midi,Ride,,5824,43.05,,,false,,,activities/3847280423.gpx,,,5824.0,5761.0,43053.4,15.3,7.473,91.3,88.6,147.4,192.3,13.9,0.0,,,,,,,,112.0,721.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3859131612,"Aug 3, 2020, 4:06:37 PM",Sortie à vélo le soir,Ride,,5084,35.14,,,false,,,activities/3859131612.gpx,,,5084.0,5054.0,35141.4,13.5,6.953,450.6,450.7,148.4,289.1,20.2,0.0,,,,,,,,120.0,674.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3871963465,"Aug 6, 2020, 5:56:48 AM",Sortie à vélo matinale,Ride,,8868,57.99,,,false,,,activities/3871963465.gpx,,,8868.0,8836.0,57995.9,15.1,6.564,880.9,882.8,148.9,261.4,21.0,0.0,,,,,,,,115.0,1136.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3906246795,"Aug 13, 2020, 8:32:14 AM",Sortie à vélo matinale,Ride,,5597,38.68,,,false,,,activities/3906246795.gpx,,,5597.0,5575.0,38680.3,15.1,6.938,510.8,510.6,148.4,289.1,11.8,0.0,,,,,,,,115.0,712.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
