file,distance_km,denivele_m,lat_start,lon_start,lat_end,lon_end,num_points
13770997770.fit.gz,30.43,496.2,43.52412764914334,1.4950887020677328,43.52413049899042,1.4949792344123125,1873
13780460246.fit.gz,11.41,498.0,42.911556623876095,1.566171096637845,42.91215852834284,1.5652258694171906,2454
13832407508.fit.gz,85.47,1051.8,43.52411398664117,1.4949374925345182,43.52411977015436,1.4950327947735786,3796
13878898880.fit.gz,70.54,1085.8,43.52408758364618,1.4949892926961184,43.524112896993756,1.4950572699308395,3891
13932062884.fit.gz,61.89,989.0,43.524203253909945,1.4949312899261713,43.3188068959862,1.947324313223362,2900
13977310661.fit.gz,76.34,921.0,43.524165619164705,1.495041847229004,43.5241574048996,1.4951398316770792,3505
14041368604.fit.gz,15.14,328.4,43.52316658012569,1.4953795541077852,43.524140724912286,1.4950542524456978,939
14087151309.fit.gz,83.94,1126.8,43.52417852729559,1.4955188613384962,43.52412572130561,1.495043272152543,3847
14119481529.fit.gz,33.3,460.6,43.524170061573386,1.4952083956450224,43.52410510182381,1.4950597006827593,1493
14154370750.fit.gz,80.24,919.4,43.52414298802614,1.4951529912650585,43.52415019646287,1.4952137600630522,3389
14223378300.fit.gz,74.38,1742.4,42.88030268624425,1.6264406684786081,42.88018986582756,1.6263777203857899,4779
14287447729.fit.gz,82.52,855.0,43.52414810098708,1.4950375724583864,43.524094708263874,1.4950348902493715,3392
14353552802.fit.gz,80.32,1192.2,43.52416201494634,1.4950819965451956,43.52410870604217,1.4950267598032951,4090
14373376289.gpx,7.2,149.0,43.003989,-0.079712,43.003599,-0.079422,5683
14425129763.fit.gz,17.95,484.6,42.78213752433658,0.5986672081053257,42.782132076099515,0.5982584226876497,1570
14425129785.fit.gz,60.18,1514.4,42.782183876261115,0.5985629372298717,42.78220499865711,0.5985911842435598,3934
14483925940.fit.gz,9.03,370.8,43.267288114875555,1.9406689144670963,43.26742021366954,1.9408694934099913,1851
14489645024.fit.gz,80.33,1184.6,43.52414432913065,1.4950496423989534,43.52408414706588,1.4950705133378506,4069
14556015846.fit.gz,90.33,1021.2,43.52414977736771,1.4949304517358541,43.52411298081279,1.4950267598032951,3896
14605172507.fit.gz,85.39,1700.0,43.03693749010563,-0.06959611549973488,43.03679089061916,-0.06973743438720703,4859
14617815118.fit.gz,3.26,265.6,43.036727188155055,-0.06985360756516457,43.037043856456876,-0.06962209939956665,1189
14624550089.fit.gz,62.25,1382.2,43.036946039646864,-0.06963777355849743,43.0360755790025,-0.07033112458884716,4115
14627288984.fit.gz,4.48,157.0,42.88348018191755,-0.27060387656092644,42.882935274392366,-0.2707306947559118,1363
14657341565.fit.gz,16.24,357.6,43.03673238493502,-0.06985754705965519,43.03726086392999,-0.06952713243663311,1299
14673845651.fit.gz,66.79,1813.0,43.03657237440348,-0.06988034583628178,43.036662228405476,-0.06981538608670235,4823
14686678541.fit.gz,7.62,534.0,43.011005306616426,-0.11102819815278053,43.01121024414897,-0.11141879484057426,2044
14716441455.fit.gz,22.73,389.0,43.52420752868056,1.4950731117278337,43.524121697992086,1.4950346387922764,1259
14766774608.fit.gz,30.37,543.2,43.52415891364217,1.4950721058994532,43.52413636632264,1.4950552582740784,1764
14787666024.fit.gz,30.34,466.8,43.524166122078896,1.4951253309845924,43.5241159144789,1.4950222335755825,1599
14833749548.fit.gz,70.17,1181.8,43.524111388251185,1.495033297687769,43.52408087812364,1.4949854370206594,3644
14846499365.fit.gz,31.1,467.0,43.52417509071529,1.4950975868850946,43.52411105297506,1.4950401708483696,1578
14892501561.fit.gz,52.58,618.4,43.52411943487823,1.495113093405962,43.52412639185786,1.4950272627174854,2517
14938264195.fit.gz,23.51,402.0,43.5241262242198,1.4951002690941095,43.52408674545586,1.4950470440089703,1317
14974189234.fit.gz,42.2,689.2,43.524120105430484,1.4950648974627256,43.52416142821312,1.4949589502066374,2785
14987925466.fit.gz,33.12,676.8,43.52413318119943,1.4951165299862623,43.52410828694701,1.4950098283588886,1972
15037402089.fit.gz,12.86,129.2,43.52413225919008,1.4950575213879347,43.524121697992086,1.495032124221325,657
15046060715.fit.gz,65.39,693.6,43.524122117087245,1.4950204733759165,43.524129493162036,1.4949834253638983,2945
15069966360.fit.gz,23.92,405.2,43.524159248918295,1.495031537488103,43.52410476654768,1.4950131811201572,1283
15106542739.fit.gz,87.21,1102.2,43.5241539683193,1.4951468724757433,43.524097725749016,1.494999686256051,4354
15150710699.fit.gz,20.16,276.4,43.52410132996738,1.4950651489198208,43.524082554504275,1.4949942380189896,1099
15168558346.fit.gz,70.45,1378.4,43.450071942061186,2.0665478333830833,43.45042104832828,2.0654177013784647,4169
15232728310.fit.gz,23.15,376.4,43.52416033856571,1.4950591139495373,43.524121111258864,1.4949887059628963,1525
15243083139.fit.gz,46.43,633.2,43.524156818166375,1.4950778894126415,43.524106442928314,1.4950234908610582,2261
15273987827.fit.gz,23.85,372.6,43.52438815869391,1.4957108907401562,43.52411029860377,1.4950257539749146,1191
15304105302.fit.gz,80.49,1759.8,43.03708987310529,-0.06956216879189014,43.036776557564735,-0.06985310465097427,5169
15309473829.fit.gz,5.89,100.4,43.105664821341634,-0.07772413082420826,43.105252515524626,-0.07739690132439137,998
15315245038.fit.gz,76.16,1661.0,43.037124490365386,-0.0695058424025774,43.03669407963753,-0.06986291147768497,5603
15325860701.fit.gz,71.0,1664.4,43.036091420799494,-0.0702823419123888,43.03665644489229,-0.06986760534346104,4787
15378955393.fit.gz,63.27,1107.0,43.52414617314935,1.4950446132570505,43.524126056581736,1.4950148575007915,3486
15399343668.fit.gz,37.52,437.6,43.524126978591084,1.4950358122587204,43.52411700412631,1.4950067270547152,1582
15415001400.fit.gz,16.21,196.2,43.54242634959519,1.6010681446641684,43.52411264553666,1.4950086548924446,856
15449808658.fit.gz,17.17,254.2,43.52445890195668,1.4956857450306416,43.524164613336325,1.4951853454113007,904
15476810348.fit.gz,60.37,842.8,43.52428397163749,1.4955482818186283,43.524143658578396,1.49504654109478,3294
15528213555.fit.gz,27.28,401.8,43.52439947426319,1.4958138205111027,43.52414248511195,1.4950339682400227,1664
15557136785.fit.gz,15.3,894.4,42.86859082058072,-0.44827901758253574,42.86834296770394,-0.44884253293275833,4043
15559065731.fit.gz,23.97,679.4,43.05490678176284,-0.4290471598505974,43.05494450032711,-0.4290341679006815,1781
15566870984.fit.gz,77.25,1674.2,43.05497718974948,-0.4290951043367386,43.05454082787037,-0.4292526841163635,4688
15570358890.gpx,5.81,230.2,45.641791,10.151492,45.641494,10.1521,4695
15615341545.fit.gz,40.47,512.8,43.31872517243028,1.9474586751312017,43.31873866729438,1.947416514158249,2252
15622056852.fit.gz,70.24,1159.8,43.318735817447305,1.9474823120981455,43.3188087400049,1.9474222976714373,3761
15670737874.fit.gz,20.29,311.6,43.52434960193932,1.4957040175795555,43.52411205880344,1.4950283523648977,1113
15711119431.fit.gz,75.85,1263.0,43.524153884500265,1.4949935674667358,43.52450190111995,1.4964883122593164,3962
15782614824.fit.gz,30.38,469.8,43.52412044070661,1.495099849998951,43.52453023195267,1.4962975401431322,1632
15799811128.fit.gz,48.61,976.2,43.43185815028846,2.0266708452254534,43.43413073569536,2.023587226867676,2939
15839280065.fit.gz,43.42,650.0,43.52449092082679,1.4961084444075823,43.52411113679409,1.4950115885585546,2288
15870521495.fit.gz,86.03,2121.6,42.87924245931208,1.6293414775282145,42.8792261146009,1.629322785884142,6310
15906762993.fit.gz,26.4,320.0,43.52423083037138,1.4953352976590395,43.52411893196404,1.4950148575007915,1562
15929445065.fit.gz,24.96,400.4,43.52420778013766,1.49535046890378,43.524104515090585,1.4950361475348473,1356
15948335839.fit.gz,135.84,2870.4,42.85224451683462,1.5892235096544027,42.78639569878578,1.6810886655002832,8613
15997696525.fit.gz,27.53,557.4,43.524114824831486,1.495162295177579,43.52412538602948,1.4950128458440304,1999
16038299400.fit.gz,63.29,1126.8,43.524131923913956,1.4951115008443594,43.52402254007757,1.4949037972837687,3807
16078886865.fit.gz,29.31,447.6,43.52415748871863,1.4950673282146454,43.52412270382047,1.495044445618987,1859
16124412991.fit.gz,81.59,1345.4,43.52413753978908,1.4950757939368486,43.524071322754025,1.494936654344201,5618
16173999309.fit.gz,43.74,525.2,43.52416033856571,1.495015611872077,43.52461094968021,1.496347663924098,1949
16193541148.fit.gz,74.27,2096.0,42.55407960154116,1.5353586338460445,42.555047711357474,1.5363249834626913,6343
16204520762.fit.gz,61.83,1877.0,42.554150177165866,1.5354800876230001,42.55502122454345,1.5363005083054304,5468
16257818115.fit.gz,31.0,577.6,43.52427139878273,1.496527623385191,43.5242023319006,1.4949302840977907,2240
16287264109.fit.gz,48.14,990.8,42.63463715091348,3.0297931283712387,42.6346480473876,3.029842581599951,3612
16298850806.fit.gz,16.06,1802.6,42.52494812943041,3.084639273583889,42.52640490420163,3.082917546853423,4307
16322363599.fit.gz,10.09,232.2,42.63468920253217,3.0298991594463587,42.63465483672917,3.0298078805208206,3568
16335545713.fit.gz,77.58,1604.2,42.485671704635024,2.6744568441063166,42.4855865444988,2.674476709216833,4955
16385508881.fit.gz,25.97,547.2,43.52411641739309,1.4950941503047943,43.524103006348014,1.494998848065734,1653
16442189005.fit.gz,45.61,574.2,43.52411390282214,1.495012678205967,43.52417567744851,1.495220884680748,2336
16516676143.fit.gz,6.39,75.6,43.524322444573045,1.4953568391501904,43.522608345374465,1.550207594409585,351
16516682500.fit.gz,50.37,1044.4,43.440882777795196,2.0244923885911703,43.440839778631926,2.0244550053030252,3577
16539042249.fit.gz,63.17,762.6,43.52411071769893,1.495173443108797,43.52414860390127,1.4950707647949457,3008
16579863837.fit.gz,34.91,516.4,43.52414935827255,1.4950589463114738,43.524104515090585,1.4950714353471994,1887
16639856187.fit.gz,110.8,1562.4,45.62237944453955,10.141148306429386,45.62245789915323,10.141113605350256,6053
16656937375.fit.gz,3.17,160.4,45.774970231577754,14.218282867223024,45.775002501904964,14.218909163028002,738
16664363162.fit.gz,25.5,477.4,45.774871157482266,14.218982169404626,45.77491918578744,14.219037238508463,1618
16681946456.fit.gz,30.12,440.6,46.38517345301807,14.077484076842666,46.38513598591089,14.077454656362534,2146
16688513551.fit.gz,6.39,437.6,46.34998245164752,14.069683877751231,46.3499522767961,14.069662671536207,2070
16692805811.fit.gz,7.26,156.2,46.373277604579926,14.099540300667286,46.37356887571514,14.099445920437574,1174
16712518284.fit.gz,70.61,1729.0,46.38519206084311,14.077450633049011,46.38517144136131,14.07748181372881,5182
16716680850.fit.gz,8.28,239.2,46.3856793846935,14.077099598944187,46.38516314327717,14.077545432373881,1725
16723362042.fit.gz,53.21,860.2,46.38519608415663,14.077491369098425,46.38520622625947,14.077509809285402,3140
16728053804.fit.gz,10.06,943.4,46.34836273267865,13.925303583964705,46.3486157823354,13.92540886066854,4114
16739281987.fit.gz,4.49,177.8,46.61725242622197,14.1627929918468,46.61643996834755,14.162260657176375,821
16749979858.fit.gz,60.37,1235.0,46.385196670889854,14.07749455422163,46.385141517966986,14.077458679676056,4081
16763570246.fit.gz,90.65,1860.8,46.38518434949219,14.077521292492747,46.38515920378268,14.077453231438994,6020
16816112225.fit.gz,15.37,168.2,43.52433015592396,1.495409980416298,43.5246027354151,1.4963726419955492,904
16852855209.fit.gz,32.22,514.8,43.52426553145051,1.4955231361091137,43.524109460413456,1.4950148575007915,1963
16883382543.fit.gz,40.17,628.4,43.524137204512954,1.495063053444028,43.52404408156872,1.4950193837285042,2612
16934731643.fit.gz,30.4,418.0,43.52418255060911,1.495176125317812,43.524088924750686,1.495008571073413,1490
16970789745.fit.gz,51.61,613.4,43.52425077930093,1.4950125943869352,43.52409730665386,1.4950485527515411,3057
17014690420.fit.gz,25.78,392.4,43.52416343986988,1.495022065937519,43.52458949200809,1.4963448978960514,1409
17031654601.fit.gz,64.56,1134.6,43.524104515090585,1.4950629696249962,43.523993538692594,1.494786785915494,3840
17082459070.fit.gz,25.07,456.8,43.52417970076203,1.4950490556657314,43.52462042123079,1.4963239431381226,1448
17094115084.fit.gz,29.05,307.2,43.524513971060514,1.4960530400276184,43.524591755121946,1.4963245298713446,1523
17121779393.fit.gz,55.42,795.0,43.52415505796671,1.4950713515281677,43.524108957499266,1.4950291067361832,3170
17186241629.fit.gz,73.18,1052.2,43.52359405718744,1.494329385459423,43.31879574805498,1.9472438469529152,3516
17198144434.fit.gz,73.39,1272.6,43.31869030371308,1.9474211242049932,43.31875895150006,1.9474363792687654,4395
17266138183.fit.gz,22.16,363.8,43.61137085594237,2.265310501679778,43.61134747043252,2.265295246616006,1227
17274187545.fit.gz,128.35,2280.8,43.60960663296282,2.261985819786787,43.648021817207336,2.266407608985901,7201
17345916455.fit.gz,93.26,1567.0,43.524125050753355,1.4950826670974493,43.54246071539819,1.6010954696685076,5156
17415753947.fit.gz,105.7,1447.4,43.52418154478073,1.4950046315789223,43.52409604936838,1.4950460381805897,5024
17489213928.fit.gz,100.46,1350.8,43.52412563748658,1.495030615478754,43.52408783510327,1.4950320404022932,4985
17499322418.fit.gz,54.1,800.8,43.524131840094924,1.4950524922460318,43.52409336715937,1.4950136002153158,3303
17560838394.fit.gz,104.89,1409.8,43.52413083426654,1.4950423501431942,43.52401080541313,1.4949928130954504,5009
17618277718.fit.gz,43.11,880.8,43.52413318119943,1.4950828347355127,43.52409613318741,1.4949980936944485,2716
17687505922.fit.gz,60.23,1078.6,43.52412186563015,1.4950701780617237,43.52413116954267,1.495109824463725,3311
17763529815.fit.gz,81.54,1013.8,43.52406470105052,1.495073614642024,43.52411499246955,1.4950319565832615,3466
17828038078.fit.gz,10.96,211.8,43.52413862943649,1.4951287675648928,43.52411541156471,1.4950433559715748,700
17882914891.fit.gz,62.18,977.2,43.52410443127155,1.4950845949351788,43.524092864245176,1.4950067270547152,3525
17919604044.fit.gz,70.37,1217.8,43.524208618327975,1.4951924700289965,43.5241175070405,1.49503530934453,3777
17956044887.fit.gz,41.31,878.0,43.439874183386564,2.022282248362899,43.43979329802096,2.022197339683771,3099
17984909979.fit.gz,43.41,728.6,43.524112813174725,1.49504067376256,43.524555461481214,1.4962910022586584,2626
18025958146.fit.gz,83.27,815.6,43.52415673434734,1.4950454514473677,43.52385758422315,1.495137233287096,3590
18104335765.fit.gz,83.59,956.2,43.52453492581844,1.4962264616042376,43.52441841736436,1.4965147990733385,3646
18165506603.fit.gz,51.88,739.6,43.524083057418466,1.4951324556022882,43.52411323226988,1.4950333815068007,2527
18246273589.fit.gz,76.32,1611.8,42.43794674053788,1.9296133518218994,42.457414800301194,1.9087271578609943,4882
18256047689.fit.gz,4.59,308.0,42.46625033207238,1.8921086098998785,42.466271203011274,1.8921340070664883,1737
18268965056.fit.gz,7.15,367.4,42.50007566995919,2.0171637553721666,42.499937200918794,2.0171976182609797,1889
18324520401.fit.gz,40.53,786.0,43.524117171764374,1.495086858049035,43.524120692163706,1.4950435236096382,2677
18343563309.fit.gz,74.41,1117.8,43.524515395984054,1.4960050117224455,43.54244604706764,1.6011590883135796,3750
18370154204.fit.gz,40.2,817.6,43.45017830841243,2.0662939455360174,43.450188701972365,2.0663498528301716,3311
18378555611.fit.gz,3.64,219.6,43.2846150174737,1.903632553294301,43.2846044562757,1.9036256801337004,830
18416059511.fit.gz,52.86,574.8,43.31868728622794,1.947448281571269,43.52430861443281,1.4965417049825191,2186
18499835794.fit.gz,30.45,600.0,43.52413955144584,1.4951164461672306,43.524118177592754,1.4950505644083023,1873
18568154066.fit.gz,76.42,1169.4,43.52416679263115,1.495052995160222,43.524105018004775,1.4950388297438622,3701
2340284060.gpx,5.04,94.2,43.522674,1.550219,43.522729,1.550334,827
2341366171.gpx,14.88,165.1,43.522675,1.550202,43.522677,1.550231,2195
2346034062.gpx,30.3,451.4,43.522572,1.550213,43.522687,1.550144,4747
2351112864.gpx,5.9,130.0,43.522649,1.550126,43.522671,1.550191,1080
2354531364.gpx,23.36,268.7,43.522691,1.550322,43.522714,1.550216,3595
2363735196.gpx,10.18,103.2,43.522749,1.550271,43.522628,1.550282,1510
2372436583.gpx,40.17,572.9,43.522749,1.550233,43.522678,1.55012,6207
2396391555.gpx,23.13,249.0,43.522768,1.550049,43.522655,1.550267,3695
2415148054.gpx,17.28,321.6,43.522602,1.550018,43.522725,1.550377,3198
2444664345.gpx,40.59,571.8,43.522711,1.550149,43.522609,1.550143,6253
2460319752.gpx,6.61,144.8,43.522601,1.550073,43.542485,1.601122,1055
2462147640.gpx,6.52,120.1,43.54236,1.60099,43.522668,1.550167,953
2512531538.gpx,62.53,301.9,43.522737,1.550226,43.522561,1.550145,9196
2575075416.gpx,10.01,113.1,43.522607,1.549973,43.522655,1.550109,1427
2601965015.gpx,33.69,301.8,43.522689,1.550289,43.522728,1.550176,4918
2610612518.gpx,36.97,319.3,43.522645,1.550182,43.522755,1.550117,5972
2615585683.gpx,41.68,431.2,43.522692,1.550135,43.522719,1.550272,7121
2632429026.gpx,8.14,212.9,43.522639,1.550092,43.522677,1.550203,1246
2689535285.gpx,55.06,893.4,43.52267,1.550125,43.522603,1.55008,8299
2709877783.gpx,66.68,780.4,43.522669,1.550211,43.522889,1.549964,9465
2748664938.gpx,80.49,1020.3,43.522689,1.550131,43.522585,1.550271,11531
2766885700.gpx,85.33,1094.6,43.522614,1.550225,43.522658,1.55035,11887
2784766172.gpx,70.37,885.2,43.522692,1.550121,43.52266,1.550215,10352
2802841219.gpx,85.77,1066.6,43.522577,1.550184,43.522604,1.550191,12811
2818809357.gpx,17.98,243.3,43.52267,1.550218,43.5226,1.550247,3158
2826439910.gpx,21.56,254.6,43.522629,1.550059,43.522632,1.550205,1981
2852809622.gpx,28.87,400.7,43.522696,1.550163,43.522667,1.550103,2747
2888270790.gpx,60.88,1324.5,43.439919,2.022385,43.45252,2.072199,7292
2903522800.gpx,31.82,458.3,43.522607,1.549943,43.522681,1.550207,3953
2903660163.gpx,3.83,65.0,43.522689,1.55015,43.522644,1.550069,803
2917434318.gpx,27.59,380.0,43.522711,1.550137,43.522676,1.550092,2731
2941312878.gpx,21.88,154.9,43.522617,1.550012,43.606058,1.432286,2356
2942539475.gpx,21.48,174.4,43.605973,1.432367,43.522713,1.550229,2636
2955807531.gpx,21.67,210.1,43.522668,1.550119,43.522716,1.550226,2100
2963022884.gpx,46.51,540.2,43.522745,1.550189,43.522666,1.550203,5485
2975755384.gpx,45.46,581.7,43.522709,1.550183,43.522682,1.550155,4867
3044254621.gpx,58.56,635.0,43.522693,1.550231,43.436718,1.59796,6042
3059546816.gpx,26.03,407.2,43.522785,1.55024,43.522641,1.550127,3004
3116759283.gpx,46.16,513.1,43.522681,1.550165,43.5226,1.550218,4914
3174581387.gpx,5.29,37.9,43.60584,1.432153,43.605862,1.432303,1336
3177637111.gpx,3.58,27.8,43.605916,1.432302,43.605979,1.432124,1244
3181972066.gpx,52.22,1024.4,43.522715,1.550185,43.522651,1.550189,6598
3677017398.gpx,48.21,603.1,43.522671,1.5503,43.522648,1.550138,4574
3686118445.gpx,0.99,17.9,43.52353,1.560946,43.522599,1.550138,207
3744652467.gpx,56.9,954.0,43.522737,1.550258,43.52263,1.550147,5428
3785684912.gpx,54.65,1005.2,43.431414,2.019768,43.432109,2.021149,5852
3804307781.gpx,42.89,200.5,43.522659,1.550036,43.522683,1.550106,3532
3814427204.gpx,65.76,1106.4,43.041119,2.291708,43.04117,2.29162,7031
3847280423.gpx,43.12,194.6,43.522659,1.550123,43.522706,1.550125,3718
3859131612.gpx,35.2,485.2,43.522752,1.550258,43.522706,1.550206,3304
3871963465.gpx,58.08,939.4,43.522652,1.550084,43.522729,1.550124,5805
3906246795.gpx,38.76,549.3,43.522755,1.549938,43.522711,1.550208,3639
3923306845.gpx,66.07,1427.1,43.464781,2.100409,43.464981,2.100253,7237
3941254857.gpx,11.15,131.6,43.763118,1.581378,43.762631,1.581676,2030
